station_name,County,latitude,longitude,ring_number,core_number,nominal_depth,sampling_date_1,Ksat_cm_per_day,Ksat_cm_per_hr,sand,clay,silt,textural_class,bulk_density,particle_density,porosity,vwc_sat,vwc_field,vwc_2kPa,vwc_5kPa,vwc_10kPa,vwc_33kPa,vwc_70kPa,vwc_1500kPa,vwc_air_dry_2day,vwc_ovendry_40,theta_s_vanGenuchten,theta_r_vanGenuchten,alpha_vanGenuchten,n_vanGenuchten,thermal_cond_sat,thermal_cond_5kPa,thermal_cond_10kPa,thermal_cond_33kPa,thermal_cond_70kPa,thermal_cond_air_dry_2day,thermal_cond_ovendry_40,heat_capacity_sat,heat_capacity_5kPa,heat_capacity_10kPa,heat_capacity_33kPa,heat_capacity_70kPa,heat_capacity_air_dry_2day,heat_capacity_ovendry_40,diffussivity_sat,diffussivity_5kPa,diffussivity_10kPa,diffussivity_33kPa,diffussivity_70kPa,diffussivity_air_dry_2day,diffussivity_ovendry_40,L_dry,a_dry,b_dry,L_wet,a_wet,b_wet,total_N,total_C,Ca,Mg,Na,OM,P,pH,pHBuf,K,Observations
Gypsum,Saline,38.72509,-97.44423,60,1,50,7/23/2018 0:00,6361.0,265.0,,,,silty clay loam,1.22,2.64,0.54,0.50,0.13,0.47,0.45,0.45,0.44,0.38,0.16,0.20,0.02,0.47,0.01,0.02,1.32,1.13,,,1.19,1.15,0.91,0.35,2.97,,,2.78,2.66,1.97,1.27,0.38,,,0.43,0.43,0.46,0.28,,,,,,,0.11,1.5,2396.1,649.1,54.8,2.8,15.6,6.6,6.8,171.9,macropores and cracks
Gypsum,Saline,38.72509,-97.44423,61,2,5,7/23/2018 0:00,43.8,1.8,5,32,63,silty clay loam,1.36,2.55,0.47,0.40,0.25,0.40,0.37,0.37,0.31,0.29,0.19,0.17,0.04,0.40,0.08,0.10,1.22,1.43,,,1.29,1.25,1.10,0.52,2.56,,,2.30,2.22,1.54,1.32,0.56,,,0.56,0.56,0.72,0.39,42.00,5.70,10.60,23.50,4.60,7.20,,,,,,,,,,,
Gypsum,Saline,38.72509,-97.44423,62,2,10,7/23/2018 0:00,5.8,0.2,9,29,62,silty clay loam,1.48,2.62,0.44,0.40,0.24,0.39,0.37,0.37,0.32,0.31,0.20,0.18,0.05,0.40,0.02,0.10,1.14,1.58,,,1.52,1.49,0.82,,2.89,,,2.69,2.19,1.68,,0.55,,,0.57,0.68,0.49,,45.20,5.50,11.80,24.70,4.50,6.80,,,,,,,,,,,
Gypsum,Saline,38.72509,-97.44423,63,2,20,7/23/2018 0:00,6.9,0.3,8,28,64,silty clay loam,1.42,2.60,0.45,0.45,0.17,0.43,0.40,0.40,0.36,0.29,0.18,0.16,0.04,0.43,0.08,0.08,1.27,1.59,,,1.53,1.36,1.23,0.53,2.80,,,2.32,2.24,1.56,1.20,0.57,,,0.66,0.61,0.79,0.44,38.80,5.70,10.60,22.20,4.00,6.70,,,,,,,,,,,
Gypsum,Saline,38.72509,-97.44423,64,2,50,7/23/2018 0:00,3.7,0.2,8,31,61,silty clay loam,1.39,2.63,0.47,0.46,0.17,0.43,0.42,0.42,0.35,0.30,0.19,0.17,0.04,0.44,0.14,0.06,1.42,1.50,,,1.33,1.35,1.05,0.51,3.12,,,2.19,2.33,1.92,1.49,0.48,,,0.61,0.58,0.55,0.34,41.80,6.50,11.40,25.30,4.70,7.50,,,,,,,,,,,
McPherson 1S,McPherson,38.34498,-97.66317,65,1,5,7/23/2018 0:00,1.3,0.1,,,,silty clay loam,1.46,2.69,0.46,0.36,0.28,0.35,0.35,0.35,0.30,0.28,0.23,0.14,0.02,0.36,0.22,0.05,1.64,1.50,,,1.38,1.18,1.08,0.48,2.86,,,2.46,2.00,1.63,1.08,0.52,,,0.56,0.59,0.67,0.45,,,,,,,0.12,1.3,2299.5,575.1,57.5,2.5,16.3,5.3,6.1,290.2,
McPherson 1S,McPherson,38.34498,-97.66317,66,1,10,7/23/2018 0:00,1.4,0.1,,,,silty clay loam,1.44,2.63,0.45,0.36,0.30,0.35,0.34,0.33,0.31,0.29,0.20,0.14,0.02,0.35,0.01,0.07,1.12,1.51,,,1.47,1.46,1.24,,2.63,,,2.75,2.51,1.85,,0.57,,,0.54,0.58,0.67,,,,,,,,0.10,1.2,2172.4,534.0,56.2,2.2,9.0,5.4,6.2,209.1,
McPherson 1S,McPherson,38.34498,-97.66317,67,1,20,7/23/2018 0:00,3.4,0.1,,,,silty clay,1.39,2.62,0.47,0.48,0.34,0.43,0.40,0.40,0.36,0.34,0.25,0.19,0.02,0.48,0.01,1.00,1.09,1.33,,,1.28,1.28,1.25,,3.16,,,2.61,2.66,1.37,,0.42,,,0.49,0.48,0.91,,,,,,,,0.10,1.1,3225.0,820.9,86.5,2.1,2.9,6.4,6.6,281.6,
McPherson 1S,McPherson,38.34498,-97.66317,68,1,50,7/23/2018 0:00,0.6,0.0,,,,silty clay,1.46,2.68,0.46,0.45,0.34,0.43,0.41,0.41,0.38,0.37,0.31,0.21,0.02,0.46,0.01,0.87,1.05,1.35,,,1.30,1.33,1.36,,3.06,,,2.65,2.82,2.53,,0.44,,,0.49,0.47,0.54,,,,,,,,0.05,0.5,3846.6,1079.3,205.8,1.5,6.1,7.4,7.1,320.3,
McPherson 1S,McPherson,38.34498,-97.66317,69,2,5,7/23/2018 0:00,4.0,0.2,3,33,64,silty clay loam,1.38,2.63,0.47,0.40,0.30,0.39,0.38,0.38,0.34,0.31,0.21,0.17,0.04,0.40,0.06,0.05,1.19,1.50,,,1.41,1.28,1.17,0.53,2.70,,,2.49,2.81,1.85,1.64,0.56,,,0.56,0.46,0.63,0.33,45.80,6.40,11.60,26.00,5.20,7.80,,,,,,,,,,,
McPherson 1S,McPherson,38.34498,-97.66317,70,2,10,7/23/2018 0:00,2.8,0.1,5,36,59,silty clay loam,1.37,2.69,0.49,0.40,0.33,0.40,0.37,0.37,0.34,0.33,0.22,0.18,0.05,0.40,0.01,0.07,1.13,1.42,,,1.36,1.39,1.26,,3.38,,,2.21,2.56,1.35,,0.42,,,0.61,0.54,0.94,,48.50,6.50,12.00,30.00,5.80,9.00,,,,,,,,,,,
McPherson 1S,McPherson,38.34498,-97.66317,71,2,20,7/23/2018 0:00,50.2,2.1,4,44,52,silty clay,1.39,2.57,0.46,0.54,0.39,0.48,0.45,0.45,0.41,0.39,0.22,0.24,0.05,0.50,0.01,0.10,1.16,1.32,,,1.30,1.23,1.22,,3.17,,,2.67,2.80,2.05,,0.41,,,0.49,0.44,0.59,,49.90,6.40,12.40,27.80,5.30,8.90,,,,,,,,,,,
McPherson 1S,McPherson,38.34498,-97.66317,72,2,50,7/23/2018 0:00,1.7,0.1,2,46,52,silty clay,1.45,2.70,0.46,0.45,0.39,0.43,0.43,0.42,0.40,0.40,0.28,0.24,0.06,0.43,0.01,0.02,1.14,1.44,,,1.37,1.40,1.41,,2.92,,,2.75,2.91,2.27,,0.49,,,0.50,0.48,0.62,,54.10,6.40,13.50,30.10,6.30,10.80,,,,,,,,,,,
Lorraine,Ellsworth,38.55793,-98.3522,73,1,5,7/23/2018 0:00,224.2,9.3,,,,silty clay loam,1.26,2.63,0.52,0.48,0.19,0.47,0.42,0.41,0.31,0.29,0.17,0.15,0.02,0.49,0.07,0.23,1.24,1.35,,,1.02,1.08,0.76,0.31,2.99,,,2.17,2.16,1.67,1.19,0.45,,,0.47,0.50,0.45,0.26,,,,,,,0.16,2.1,2663.9,442.4,26.6,3.3,42.2,6.6,6.9,572.9,
Lorraine,Ellsworth,38.55793,-98.3522,74,1,10,7/23/2018 0:00,23.9,1.0,,,,silty clay,1.40,2.64,0.47,0.44,0.22,0.44,0.41,0.40,0.33,0.32,0.18,0.17,0.02,0.44,0.01,0.14,1.17,1.32,,,1.20,1.18,1.05,0.48,2.72,,,2.19,2.38,1.89,1.69,0.49,,,0.55,0.50,0.56,0.29,,,,,,,0.13,1.7,2739.0,498.7,29.0,2.7,13.5,6.4,6.7,423.4,
Lorraine,Ellsworth,38.55793,-98.3522,75,1,20,7/23/2018 0:00,0.4,0.0,,,,silty clay loam,1.55,2.67,0.42,0.41,0.28,0.40,0.39,0.39,0.33,0.31,0.21,0.17,0.02,0.41,0.08,0.09,1.19,1.53,,,1.36,1.30,1.21,0.63,2.39,,,1.97,1.31,1.77,1.57,0.64,,,0.69,0.99,0.68,0.40,,,,,,,0.11,1.3,2905.1,572.2,39.6,2.3,4.4,6.4,6.7,257.8,
Lorraine,Ellsworth,38.55793,-98.3522,76,1,50,7/23/2018 0:00,0.5,0.0,,,,silty clay loam,1.55,2.68,0.42,0.43,0.28,0.43,0.42,0.41,0.38,0.36,0.28,0.22,0.02,0.43,0.16,0.07,1.18,1.36,,,1.35,1.28,1.25,0.75,2.57,,,1.94,1.62,1.68,1.55,0.53,,,0.70,0.79,0.74,0.48,,,,,,,0.07,0.7,3941.2,791.5,101.3,1.9,0.8,7.0,7.0,326.3,
Lorraine,Ellsworth,38.55793,-98.3522,77,2,5,7/23/2018 0:00,37.8,1.6,11,29,60,silty clay loam,1.35,2.61,0.48,0.47,0.23,0.47,0.45,0.44,0.32,0.29,0.16,0.16,0.03,0.47,0.13,0.06,1.52,1.36,,,1.19,1.09,0.92,0.35,2.57,,,2.40,1.98,1.94,1.62,0.53,,,0.50,0.55,0.48,0.22,45.00,6.90,11.50,23.70,5.10,7.10,,,,,,,,,,,
Lorraine,Ellsworth,38.55793,-98.3522,78,2,10,7/23/2018 0:00,164.2,6.8,10,46,44,silty clay,1.47,2.66,0.45,0.41,0.24,0.40,0.37,0.37,0.32,0.31,0.27,0.18,0.03,0.41,0.23,0.35,1.26,1.42,,,1.23,1.19,0.89,0.39,2.90,,,2.15,2.02,1.60,1.36,0.49,,,0.58,0.59,0.55,0.29,54.20,6.70,13.60,29.00,5.50,9.90,,,,,,,,,,,
Lorraine,Ellsworth,38.55793,-98.3522,79,2,20,7/23/2018 0:00,0.9,0.0,7,38,55,silty clay loam,1.45,2.67,0.46,0.41,0.29,0.41,0.40,0.40,0.35,0.34,0.21,0.21,0.04,0.41,0.01,0.05,1.16,1.36,,,1.28,1.21,1.06,0.57,2.89,,,1.65,1.77,1.42,1.15,0.47,,,0.77,0.69,0.75,0.50,44.70,5.80,10.90,23.80,4.50,7.90,,,,,,,,,,,
Lorraine,Ellsworth,38.55793,-98.3522,80,2,50,7/23/2018 0:00,1.8,0.1,12,32,56,silty clay loam,1.55,2.73,0.43,0.53,0.31,0.50,0.48,0.48,0.43,0.41,0.20,0.26,0.05,0.51,0.01,0.03,1.24,1.36,,,1.28,1.23,1.16,0.82,2.96,,,2.21,2.12,1.59,1.97,0.46,,,0.58,0.58,0.73,0.42,46.60,6.80,12.40,26.30,5.60,8.20,,,,,,,,,,,
Overbrook,Osage,38.71658,-95.51626,81,1,5,9/26/2018 0:00,790.8,32.9,,,,silty clay,1.11,2.56,0.57,0.57,0.25,0.52,0.46,0.45,0.40,0.38,0.21,0.24,0.02,0.56,0.01,0.38,1.15,1.21,,,1.15,1.12,0.62,0.34,2.87,,,1.96,2.05,2.00,1.31,0.42,,,0.59,0.55,0.31,0.26,,,,,,,0.37,4.1,3832.4,772.2,35.9,7.4,7.8,6.2,6.5,363.4,roots and cracks
Overbrook,Osage,38.71658,-95.51626,82,1,10,9/26/2018 0:00,498.4,20.8,,,,silty clay,1.35,2.65,0.49,0.49,0.27,0.44,0.41,0.41,0.36,0.35,0.22,0.21,0.02,0.48,0.01,0.42,1.12,1.28,,,1.07,1.15,0.94,0.47,2.67,,,1.76,2.08,2.08,1.41,0.48,,,0.61,0.55,0.45,0.33,,,,,,,0.19,2.2,3911.2,881.3,38.6,4.3,3.9,6.6,6.7,252.3,
Overbrook,Osage,38.71658,-95.51626,83,1,20,9/26/2018 0:00,173.8,7.2,,,,silty clay,1.29,2.57,0.50,0.50,0.27,0.45,0.41,0.41,0.37,0.35,0.22,0.22,0.02,0.50,0.01,0.55,1.12,1.15,,,1.09,0.99,0.78,0.42,2.91,,,2.62,2.24,2.18,1.54,0.39,,,0.42,0.44,0.36,0.27,,,,,,,0.19,2.4,3919.7,1040.3,43.8,4.6,2.1,6.8,6.8,222.0,
Overbrook,Osage,38.71658,-95.51626,84,1,50,9/26/2018 0:00,0.9,0.0,,,,clay,1.43,2.71,0.47,0.40,0.28,0.40,0.39,0.39,0.37,0.36,0.27,0.21,0.02,0.40,0.03,0.05,1.10,1.26,,,1.19,1.19,1.17,0.75,2.88,,,2.23,2.67,1.83,1.63,0.44,,,0.53,0.45,0.64,0.46,,,,,,,0.07,0.7,3836.4,1466.1,74.1,2.4,0.4,7.5,7.1,202.3,
Overbrook,Osage,38.71658,-95.51626,85,2,5,9/26/2018 0:00,7418.5,309.1,6,40,55,silty clay,1.00,2.62,0.62,0.58,0.21,0.49,0.43,0.42,0.45,0.35,0.16,0.22,0.03,0.50,0.01,0.05,1.27,1.22,,,1.01,1.00,0.75,0.26,3.29,,,2.08,2.46,2.02,1.24,0.37,,,0.48,0.41,0.37,0.21,44.00,4.30,9.80,21.90,3.40,5.40,,,,,,,,,,,cracks casuing high flow
Overbrook,Osage,38.71658,-95.51626,86,2,10,9/26/2018 0:00,42269.3,1761.2,1,42,57,silty clay,1.20,2.62,0.54,0.48,0.25,0.41,0.38,0.38,0.34,0.32,0.18,0.14,0.04,0.47,0.01,0.48,1.13,1.11,,,0.92,0.95,0.58,0.23,3.06,,,2.16,1.77,1.63,1.17,0.36,,,0.43,0.54,0.35,0.20,36.30,4.30,8.60,20.70,2.90,4.90,,,,,,,,,,,cracks casuing high flow
Overbrook,Osage,38.71658,-95.51626,87,2,20,9/26/2018 0:00,19664.2,819.3,3,41,55,silty clay,1.18,2.62,0.55,0.54,0.28,0.44,0.41,0.40,0.36,0.35,0.19,0.22,0.05,0.53,0.01,1.00,1.13,1.13,,,0.96,0.89,0.55,0.49,3.02,,,2.04,2.29,2.35,1.45,0.37,,,0.47,0.39,0.24,0.34,38.10,3.60,7.40,21.40,2.70,4.50,,,,,,,,,,,cracks casuing high flow
Overbrook,Osage,38.71658,-95.51626,88,2,50,9/26/2018 0:00,973.1,40.5,1,60,39,clay,1.34,2.67,0.50,0.49,0.29,0.45,0.42,0.42,0.37,0.36,0.23,0.21,0.04,0.48,0.01,0.25,1.12,1.17,,,0.99,1.02,0.95,0.66,2.94,,,1.81,2.53,2.28,1.70,0.40,,,0.55,0.40,0.42,0.39,55.40,5.60,18.70,36.20,5.70,16.40,,,,,,,,,,,cracks
Ottawa 2SE,Franklin,38.54279,-95.24662,89,1,5,9/26/2018 0:00,20.9,0.9,,,,silty clay loam,1.22,2.54,0.52,0.48,0.21,0.48,0.44,0.43,0.36,0.33,0.15,0.18,0.02,0.47,0.01,0.06,1.26,1.29,,,1.17,1.16,0.92,0.43,2.80,,,1.44,1.98,1.54,1.38,0.46,,,0.81,0.58,0.60,0.32,,,,,,,0.25,2.8,2811.3,347.1,42.5,5.0,5.1,5.7,6.4,118.7,
Ottawa 2SE,Franklin,38.54279,-95.24662,90,1,10,9/26/2018 0:00,107.6,4.5,,,,silty clay loam,1.34,2.54,0.47,0.46,0.22,0.47,0.43,0.42,0.35,0.32,0.15,0.18,0.02,0.46,0.01,0.07,1.24,1.42,,,1.32,1.26,1.03,0.53,3.17,,,1.67,1.69,1.31,1.17,0.45,,,0.79,0.75,0.79,0.47,,,,,,,0.19,2.2,2819.0,332.0,53.9,4.1,2.4,5.9,6.5,92.0,
Ottawa 2SE,Franklin,38.54279,-95.24662,91,1,20,9/26/2018 0:00,164.2,6.8,,,,silty clay loam,1.34,2.45,0.45,0.45,0.22,0.44,0.39,0.38,0.33,0.32,0.15,0.17,0.02,0.44,0.01,0.10,1.21,1.37,,,1.32,1.21,0.94,0.50,2.86,,,2.33,1.72,1.36,1.73,0.48,,,0.57,0.71,0.69,0.29,,,,,,,0.16,2.0,2817.0,342.9,81.2,3.7,1.9,5.7,6.4,104.1,
Ottawa 2SE,Franklin,38.54279,-95.24662,92,1,50,9/26/2018 0:00,0.2,0.0,,,,silty clay,1.45,2.67,0.46,0.45,0.29,0.44,0.44,0.44,0.41,0.39,0.28,0.24,0.01,0.44,0.10,0.02,1.18,1.33,,,1.26,1.26,1.13,0.65,2.99,,,1.79,1.80,1.65,1.58,0.44,,,0.71,0.70,0.69,0.41,,,,,,,0.11,1.3,4174.5,743.4,266.3,3.0,0.8,6.4,6.5,234.2,no water appeared on soil surface at all in the permeameter
Ottawa 2SE,Franklin,38.54279,-95.24662,93,2,5,9/26/2018 0:00,122.5,5.1,8,30,62,silty clay loam,1.17,2.54,0.54,0.51,0.18,0.51,0.47,0.47,0.37,0.33,0.13,0.17,0.03,0.51,0.01,0.06,1.30,1.30,,,1.08,0.99,0.79,0.39,2.44,,,2.30,2.29,1.95,1.16,0.54,,,0.47,0.43,0.40,0.34,45.50,5.10,9.70,23.30,3.30,6.90,,,,,,,,,,,
Ottawa 2SE,Franklin,38.54279,-95.24662,94,2,10,9/26/2018 0:00,205.7,8.6,8,30,63,silty clay loam,1.35,2.56,0.47,0.46,0.23,0.47,0.44,0.44,0.37,0.35,0.16,0.18,0.04,0.46,0.01,0.04,1.26,1.43,,,1.41,1.36,1.19,0.69,2.61,,,2.07,2.23,2.00,1.32,0.55,,,0.68,0.61,0.59,0.53,46.90,5.50,9.70,24.80,4.30,7.10,,,,,,,,,,,
Ottawa 2SE,Franklin,38.54279,-95.24662,95,2,20,9/26/2018 0:00,327.6,13.7,6,30,64,silty clay loam,1.27,2.60,0.51,0.47,0.24,0.45,0.39,0.39,0.33,0.32,0.15,0.15,0.03,0.46,0.01,0.13,1.20,1.29,,,1.13,1.14,0.76,0.43,2.68,,,2.17,2.04,1.74,1.22,0.48,,,0.52,0.56,0.44,0.35,45.10,4.90,8.50,19.60,3.10,5.10,,,,,,,,,,,
Ottawa 2SE,Franklin,38.54279,-95.24662,96,2,50,9/26/2018 0:00,26.3,1.1,1,54,45,silty clay,1.30,2.61,0.50,0.48,0.30,0.46,0.44,0.44,0.41,0.40,0.28,0.22,0.05,0.47,0.01,0.07,1.11,1.23,,,1.27,1.15,1.22,0.74,2.78,,,2.44,2.50,2.00,0.84,0.44,,,0.52,0.46,0.61,0.88,41.20,3.30,8.20,21.00,3.50,5.50,,,,,,,,,,,
Miami,Miami,38.59214,-94.84789,97,1,5,9/26/2018 0:00,9500.5,395.9,,,,silty clay loam,1.07,2.62,0.59,0.52,0.25,0.45,0.42,0.42,0.37,0.36,0.20,0.17,0.02,0.51,0.01,0.50,1.13,1.11,,,0.90,0.89,0.60,0.24,2.58,,,2.54,2.11,1.61,1.35,0.43,,,0.36,0.42,0.37,0.18,,,,,,,0.36,4.1,3261.0,359.1,39.0,7.4,1.7,5.6,6.3,131.5, macropores from activity of worms
Miami,Miami,38.59214,-94.84789,98,1,10,9/26/2018 0:00,306.8,12.8,,,,silty clay loam,1.33,2.70,0.51,0.45,0.27,0.44,0.40,0.40,0.35,0.34,0.23,0.16,0.02,0.45,0.01,0.22,1.11,1.33,,,1.27,1.29,0.86,0.36,2.40,,,2.38,2.31,1.61,1.37,0.56,,,0.53,0.56,0.53,0.26,,,,,,,0.23,2.8,3017.1,366.1,41.3,5.3,0.6,5.9,6.4,121.0, macropores from activity of worms
Miami,Miami,38.59214,-94.84789,99,1,20,9/26/2018 0:00,97.7,4.1,,,,silty clay,1.33,2.68,0.50,0.42,0.26,0.42,0.38,0.38,0.34,0.33,0.23,0.15,0.02,0.43,0.01,0.28,1.10,1.36,,,1.30,1.20,0.82,0.38,2.80,,,2.44,2.45,1.90,0.98,0.49,,,0.53,0.49,0.43,0.39,,,,,,,0.19,2.4,2929.9,395.6,49.2,4.6,0.5,5.6,6.2,125.4,
Miami,Miami,38.59214,-94.84789,100,1,50,9/26/2018 0:00,0.4,0.0,,,,clay,1.44,2.67,0.46,0.45,0.34,0.46,0.45,0.45,0.43,0.42,0.35,0.21,0.03,0.46,0.25,0.04,1.18,1.27,,,1.25,1.23,1.09,0.65,2.84,,,2.89,2.63,1.69,1.47,0.45,,,0.43,0.47,0.65,0.44,,,,,,,0.10,1.1,3950.5,748.7,134.6,3.1,0.5,6.0,6.4,240.4,
Miami,Miami,38.59214,-94.84789,101,2,5,9/26/2018 0:00,18849.3,785.4,6,30,64,silty clay loam,1.02,2.59,0.61,0.55,0.30,0.52,0.48,0.48,0.42,0.40,0.18,0.20,0.03,0.52,0.01,0.04,1.26,1.16,,,0.76,0.83,0.68,0.35,2.39,,,2.20,2.02,1.90,1.46,0.49,,,0.35,0.41,0.36,0.24,44.20,5.50,10.00,20.50,3.90,6.10,,,,,,,,,,, macropores from activity of worms
Miami,Miami,38.59214,-94.84789,102,2,10,9/26/2018 0:00,4096.6,170.7,5,34,62,silty clay loam,1.24,2.62,0.53,0.47,0.30,0.44,0.41,0.41,0.37,0.35,0.20,0.17,0.03,0.45,0.01,0.11,1.16,1.31,,,1.26,1.19,0.95,0.48,2.75,,,2.27,2.22,1.69,1.12,0.48,,,0.55,0.54,0.56,0.43,45.10,5.80,11.70,23.00,3.90,6.30,,,,,,,,,,, macropores from activity of worms
Miami,Miami,38.59214,-94.84789,103,2,20,9/26/2018 0:00,694.3,28.9,3,43,54,silty clay,1.29,2.57,0.50,0.48,0.31,0.43,0.40,0.40,0.37,0.35,0.24,0.18,0.04,0.49,0.01,0.99,1.09,1.29,,,1.20,1.20,1.06,0.47,2.88,,,3.17,2.64,2.17,1.17,0.45,,,0.38,0.45,0.49,0.40,44.10,5.90,12.60,24.70,5.20,8.90,,,,,,,,,,, macropores from activity of worms
Miami,Miami,38.59214,-94.84789,104,2,50,9/26/2018 0:00,0.2,0.0,5,56,39,clay,1.34,2.62,0.49,0.49,0.40,0.48,0.48,0.48,0.46,0.45,0.33,0.26,0.05,0.48,0.11,0.01,1.19,1.28,,,1.27,1.27,1.31,,3.50,,,3.14,2.69,2.39,,0.37,,,0.41,0.47,0.55,,48.70,6.80,17.20,28.60,6.50,12.90,,,,,,,,,,,
Butler,Butler,37.80241,-96.88329,1,1,5,6/17/2019 0:00,9.3,0.4,,,,silty clay loam,1.21,2.56,0.53,0.48,0.42,0.48,0.47,0.46,0.41,0.39,0.19,0.23,0.02,0.48,0.01,0.03,1.25,1.41,,,1.32,1.26,1.19,0.36,2.70,,,2.53,2.08,1.70,2.05,0.52,,,0.52,0.61,0.70,0.18,,,,,,,0.28,3.2,2637.7,356.7,30.1,5.6,1.5,5.8,6.4,276.1,
Butler,Butler,37.80241,-96.88329,2,1,10,6/17/2019 0:00,1.0,0.0,,,,silty clay loam,1.27,2.55,0.50,0.48,0.41,0.46,0.46,0.45,0.42,0.40,0.20,0.24,0.02,0.47,0.01,0.02,1.27,1.42,,,1.34,1.29,1.17,,2.68,,,2.47,2.17,1.90,,0.53,,,0.54,0.59,0.62,,,,,,,,0.24,2.7,2601.9,402.3,35.0,5.0,0.9,6.2,6.5,193.7,
Butler,Butler,37.80241,-96.88329,3,1,20,6/17/2019 0:00,1.5,0.1,,,,silty clay loam,1.28,2.54,0.50,0.48,0.41,0.47,0.46,0.46,0.41,0.38,0.21,0.22,0.02,0.47,0.01,0.03,1.22,1.40,,,1.36,1.21,1.17,,2.82,,,2.67,2.35,2.07,,0.50,,,0.51,0.52,0.56,,,,,,,,0.19,2.3,2653.8,496.2,38.7,4.5,0.7,5.8,6.3,158.9,
Butler,Butler,37.80241,-96.88329,4,1,50,6/17/2019 0:00,0.6,0.0,,,,clay,1.40,2.65,0.47,0.48,0.42,0.46,0.46,0.46,0.45,0.44,0.34,0.28,0.03,0.47,0.04,0.02,1.10,1.40,,,1.38,1.40,1.43,,2.80,,,2.57,2.51,2.29,,0.50,,,0.54,0.56,0.63,,,,,,,,0.10,1.3,3142.7,824.2,72.4,3.0,0.4,5.9,6.4,233.5,
Butler,Butler,37.80241,-96.88329,5,2,5,6/17/2019 0:00,1.4,0.1,14,28,58,silty clay loam,1.17,2.59,0.55,0.51,0.44,0.50,0.48,0.48,0.43,0.41,0.18,0.25,0.03,0.50,0.01,0.02,1.30,1.35,,,1.25,1.29,1.25,0.40,2.98,,,2.48,2.26,2.11,2.09,0.45,,,0.51,0.57,0.59,0.19,42.30,6.80,12.70,25.40,6.20,9.50,,,,,,,,,,,
Butler,Butler,37.80241,-96.88329,6,2,10,6/17/2019 0:00,1.8,0.1,14,27,59,silty clay loam,1.22,2.50,0.51,0.50,0.43,0.49,0.48,0.47,0.42,0.39,0.20,0.24,0.02,0.49,0.01,0.03,1.24,1.35,,,1.30,1.28,1.12,0.39,2.79,,,2.42,2.26,1.81,1.63,0.48,,,0.54,0.57,0.62,0.24,39.00,6.60,12.30,23.30,5.80,8.70,,,,,,,,,,,
Butler,Butler,37.80241,-96.88329,7,2,20,6/17/2019 0:00,95.1,4.0,11,35,54,silty clay loam,1.20,2.52,0.52,0.51,0.41,0.47,0.45,0.45,0.38,0.36,0.21,0.23,0.03,0.50,0.01,0.14,1.16,1.38,,,1.23,1.18,1.09,0.44,2.80,,,2.75,2.11,1.92,1.77,0.49,,,0.45,0.56,0.57,0.25,41.00,7.80,13.30,23.40,6.40,9.10,,,,,,,,,,,
Butler,Butler,37.80241,-96.88329,8,2,50,6/17/2019 0:00,0.4,0.0,10,52,38,clay,1.35,2.66,0.49,0.48,0.43,0.47,0.47,0.46,0.45,0.44,0.33,0.30,0.05,0.47,0.04,0.02,1.12,1.37,,,1.33,1.35,1.42,0.55,2.82,,,2.85,2.25,1.93,1.00,0.49,,,0.47,0.60,0.73,0.53,50.10,14.60,23.10,29.00,13.30,16.70,,,,,,,,,,,
Viola,Sumner,37.45974,-97.6245,9,1,5,6/17/2019 0:00,99.4,4.1,,,,silt loam,1.27,2.63,0.52,0.50,0.30,0.47,0.44,0.44,0.45,0.43,0.12,0.27,0.01,0.47,0.01,0.01,1.50,1.61,,,1.55,1.56,1.12,,2.69,,,2.65,2.46,2.48,,0.60,,,0.59,0.63,0.45,,,,,,,,0.13,1.5,1459.7,208.1,31.3,2.7,54.9,5.6,6.3,152.1,
Viola,Sumner,37.45974,-97.6245,10,1,10,6/17/2019 0:00,2.5,0.1,,,,silt loam,1.34,2.64,0.49,0.49,0.36,0.41,0.39,0.39,0.36,0.35,0.13,0.18,0.01,0.42,0.01,0.03,1.33,1.54,,,1.70,1.73,1.52,0.42,2.81,,,2.71,2.32,2.09,1.31,0.55,,,0.63,0.75,0.73,0.32,,,,,,,0.07,1.1,1039.2,218.6,23.3,2.1,60.1,4.6,6.0,121.8,part of the soil was lost to the saturation water during saturation after  swelling under vacuum
Viola,Sumner,37.45974,-97.6245,11,1,20,6/17/2019 0:00,4.8,0.2,,,,silt loam,1.40,2.65,0.47,0.47,0.31,0.43,0.41,0.41,0.27,0.24,0.17,0.14,0.01,0.45,0.16,0.10,1.68,1.46,,,1.26,1.17,1.02,0.35,2.95,,,2.15,1.90,1.62,1.16,0.50,,,0.59,0.61,0.63,0.30,,,,,,,0.08,1.1,1679.1,452.8,24.4,2.1,14.8,5.0,6.2,146.3,
Viola,Sumner,37.45974,-97.6245,12,1,50,6/17/2019 0:00,0.5,0.0,,,,silty clay,1.47,2.68,0.45,0.42,0.36,0.41,0.41,0.41,0.40,0.39,0.34,0.27,0.02,0.42,0.22,0.02,1.15,1.49,,,1.41,1.38,1.44,,2.98,,,2.47,2.44,2.02,,0.50,,,0.57,0.57,0.72,,,,,,,,0.06,0.6,3302.8,1397.8,162.5,1.8,0.7,6.9,7.0,279.0,
