station_name,County,latitude,longitude,ring_number,core_number,nominal_depth,sampling_date_1,Ksat_cm_per_day,Ksat_cm_per_hr,sand,clay,silt,textural_class,bulk_density,particle_density,porosity,vwc_sat,vwc_field,vwc_2kPa,vwc_5kPa,vwc_10kPa,vwc_33kPa,vwc_70kPa,vwc_1500kPa,vwc_air_dry_2day,vwc_ovendry_40,theta_s_vanGenuchten,theta_r_vanGenuchten,alpha_vanGenuchten,n_vanGenuchten,thermal_cond_sat,thermal_cond_5kPa,thermal_cond_10kPa,thermal_cond_33kPa,thermal_cond_70kPa,thermal_cond_air_dry_2day,thermal_cond_ovendry_40,heat_capacity_sat,heat_capacity_5kPa,heat_capacity_10kPa,heat_capacity_33kPa,heat_capacity_70kPa,heat_capacity_air_dry_2day,heat_capacity_ovendry_40,diffussivity_sat,diffussivity_5kPa,diffussivity_10kPa,diffussivity_33kPa,diffussivity_70kPa,diffussivity_air_dry_2day,diffussivity_ovendry_40,L_dry,a_dry,b_dry,L_wet,a_wet,b_wet,total_N,total_C,Ca,Mg,Na,OM,P,pH,pHBuf,K,Observations
Viola,Sumner,37.45974,-97.6245,13,2,5,6/17/2019 0:00,4084.4,170.2,18,19,63,silt loam,1.36,2.62,0.48,0.42,0.28,0.40,0.39,0.39,0.31,0.28,0.12,0.15,0.02,0.41,0.01,0.06,1.30,1.61,,,1.36,1.22,1.04,,3.01,,,1.97,1.84,1.46,,0.53,,,0.69,0.66,0.72,,45.60,8.50,15.00,26.10,6.60,9.50,,,,,,,,,,,macropores causing high flow
Viola,Sumner,37.45974,-97.6245,14,2,10,6/17/2019 0:00,141.8,5.9,16,19,65,silt loam,1.44,2.62,0.45,0.40,0.28,0.38,0.36,0.36,0.28,0.25,0.13,0.12,0.02,0.40,0.01,0.10,1.24,1.66,,,1.52,1.44,1.15,,2.55,,,1.96,1.88,1.49,,0.65,,,0.78,0.76,0.77,,47.90,8.20,14.50,26.40,6.20,8.90,,,,,,,,,,,
Viola,Sumner,37.45974,-97.6245,15,2,20,6/17/2019 0:00,0.5,0.0,17,24,59,silt loam,1.47,2.65,0.45,0.38,0.32,0.37,0.36,0.36,0.33,0.30,0.17,0.15,0.02,0.38,0.01,0.04,1.20,1.66,,,1.54,1.58,1.25,,2.40,,,2.37,1.82,1.72,,0.69,,,0.65,0.87,0.73,,44.50,7.10,12.80,29.60,5.20,7.40,,,,,,,,,,,
Viola,Sumner,37.45974,-97.6245,16,2,50,6/17/2019 0:00,1.3,0.1,10,47,44,silty clay,1.46,2.72,0.46,0.45,0.37,0.44,0.43,0.43,0.38,0.37,0.30,0.25,0.05,0.45,0.25,0.11,1.26,1.43,,,1.32,1.29,1.26,,2.76,,,2.60,2.44,2.33,,0.52,,,0.51,0.53,0.54,,54.80,7.00,14.30,25.80,5.60,9.20,,,,,,,,,,,
Harper,Harper,37.06477,-98.08467,17,1,5,6/17/2019 0:00,4.5,0.2,,,,silt loam,1.40,2.69,0.48,0.44,0.35,0.43,0.43,0.43,0.32,0.26,0.11,0.13,0.01,0.44,0.10,0.04,1.74,1.52,,,1.36,1.22,0.92,0.33,2.53,,,2.07,1.72,1.36,1.13,0.60,,,0.66,0.71,0.68,0.29,,,,,,,0.16,2.1,1585.9,312.3,13.0,3.1,3.2,6.9,7.1,340.2,
Harper,Harper,37.06477,-98.08467,18,1,10,6/17/2019 0:00,113.7,4.7,,,,silt loam,1.30,2.69,0.52,0.48,0.30,0.46,0.40,0.39,0.26,0.24,0.10,0.11,0.01,0.48,0.03,0.19,1.32,1.43,,,1.22,1.14,0.94,0.42,2.70,,,1.67,1.65,1.32,1.22,0.53,,,0.73,0.69,0.71,0.34,,,,,,,0.13,1.7,1619.9,323.6,13.0,2.6,1.8,6.8,7.1,286.8,
Harper,Harper,37.06477,-98.08467,19,1,20,6/17/2019 0:00,490.3,20.4,,,,silt loam,1.23,2.63,0.53,0.50,0.25,0.46,0.37,0.37,0.25,0.22,0.10,0.10,0.01,0.51,0.01,0.42,1.27,1.45,,,1.11,1.01,0.85,0.31,2.80,,,1.74,1.64,1.08,1.15,0.52,,,0.64,0.62,0.79,0.27,,,,,,,0.11,1.5,1675.4,328.8,13.8,2.6,1.4,6.9,7.2,216.8,
Harper,Harper,37.06477,-98.08467,20,1,50,6/17/2019 0:00,75.2,3.1,,,,silt loam,1.32,2.68,0.51,0.47,0.26,0.45,0.38,0.37,0.24,0.21,0.10,0.08,0.01,0.47,0.06,0.18,1.42,1.50,,,1.15,1.14,0.76,0.38,2.68,,,1.79,1.63,1.43,1.28,0.56,,,0.64,0.70,0.53,0.30,,,,,,,0.06,0.7,1622.4,350.6,17.1,1.5,1.1,6.8,7.2,122.2,
Harper,Harper,37.06477,-98.08467,21,2,5,6/17/2019 0:00,30.7,1.3,16,11,72,silt loam,1.37,2.62,0.48,0.43,0.32,0.43,0.43,0.42,0.34,0.23,0.10,0.08,0.02,0.43,0.09,0.03,2.20,1.48,,,1.38,1.18,0.73,0.42,2.54,,,2.40,1.95,1.49,1.23,0.58,,,0.57,0.61,0.49,0.34,51.30,13.60,19.30,27.60,9.90,12.80,,,,,,,,,,,
Harper,Harper,37.06477,-98.08467,22,2,10,6/17/2019 0:00,4409.8,183.7,21,16,63,silt loam,1.26,2.76,0.55,0.46,0.29,0.43,0.36,0.35,0.26,0.23,0.10,0.08,0.02,0.46,0.01,0.31,1.25,1.36,,,1.13,1.08,0.72,0.44,2.48,,,2.18,2.16,1.59,1.27,0.55,,,0.52,0.50,0.45,0.35,41.70,13.30,19.10,25.30,9.60,11.00,,,,,,,,,,,roots macropores and was loose inside the ring and created a space between sample and ring
Harper,Harper,37.06477,-98.08467,23,2,20,6/17/2019 0:00,247.1,10.3,16,19,65,silt loam,1.29,2.67,0.52,0.47,0.27,0.45,0.36,0.35,0.29,0.29,0.10,0.09,0.02,0.47,0.01,0.34,1.21,1.48,,,1.20,1.23,0.70,0.44,2.49,,,2.50,2.26,2.12,1.37,0.59,,,0.48,0.54,0.33,0.32,44.40,15.80,21.70,28.70,11.30,13.20,,,,,,,,,,,small space between sample and ring
Harper,Harper,37.06477,-98.08467,24,2,50,6/17/2019 0:00,0.6,0.0,17,23,60,silt loam,1.60,2.68,0.40,0.39,0.31,0.39,0.39,0.39,0.31,0.29,0.13,0.10,0.02,0.40,0.07,0.04,1.42,1.75,,,1.59,1.45,0.82,0.53,2.39,,,2.43,2.15,1.75,1.47,0.73,,,0.66,0.67,0.47,0.36,47.10,19.80,25.90,29.30,14.80,15.80,,,,,,,,,,,
Lake City,Barber,37.30903,-98.79332,25,1,5,6/17/2019 0:00,123.9,5.2,,,,sandy loam,1.63,2.64,0.38,0.35,0.21,0.34,0.30,0.30,0.23,0.21,0.08,0.06,0.01,0.35,0.01,0.13,1.27,2.06,,,1.77,1.78,1.05,0.62,2.58,,,2.15,1.79,1.45,1.17,0.80,,,0.82,1.00,0.73,0.53,,,,,,,0.08,0.8,1118.8,146.1,14.4,1.8,5.2,7.1,7.2,210.9,
Lake City,Barber,37.30903,-98.79332,26,1,10,6/17/2019 0:00,377.7,15.7,,,,sandy loam,1.59,2.72,0.41,0.37,0.19,0.33,0.26,0.25,0.20,0.17,0.07,0.05,0.01,0.37,0.01,0.63,1.23,2.13,,,1.58,1.61,0.89,0.57,2.48,,,2.55,2.24,1.85,1.61,0.86,,,0.62,0.72,0.48,0.36,,,,,,,0.05,0.7,1105.6,145.7,12.3,1.5,2.4,7.0,7.2,196.5,roots and coarse gravels
Lake City,Barber,37.30903,-98.79332,27,1,20,6/17/2019 0:00,488.7,20.4,,,,sandy loam,1.57,2.64,0.41,0.38,0.17,0.35,0.25,0.25,0.23,0.18,0.07,0.05,0.01,0.40,0.01,0.76,1.22,1.93,,,1.33,1.45,0.65,0.43,2.43,,,2.42,2.03,1.49,1.21,0.79,,,0.55,0.72,0.44,0.35,,,,,,,0.05,0.6,1274.5,153.7,20.7,1.4,1.8,7.1,7.3,186.3,roots and coarse gravels
Lake City,Barber,37.30903,-98.79332,28,1,50,6/17/2019 0:00,41.8,1.7,,,,sandy loam,1.82,2.68,0.32,0.30,0.14,0.29,0.24,0.24,0.18,0.18,0.09,0.06,0.01,0.31,0.01,0.37,1.20,2.24,,,1.78,1.63,0.76,0.32,2.23,,,2.11,1.86,1.81,1.05,1.01,,,0.84,0.88,0.42,0.31,,,,,,,0.01,0.3,977.7,150.2,22.4,0.9,3.4,7.6,7.4,156.5,
Lake City,Barber,37.30903,-98.79332,29,2,5,6/17/2019 0:00,227.7,9.5,62,13,26,sandy loam,1.62,2.70,0.40,0.35,0.20,0.33,0.29,0.29,0.23,0.21,0.08,0.08,0.02,0.34,0.01,0.11,1.28,2.16,,,1.84,2.06,0.93,0.57,1.94,,,2.08,2.14,1.87,1.40,1.11,,,0.88,0.96,0.50,0.41,47.70,12.10,17.40,28.70,9.40,11.80,,,,,,,,,,,
Lake City,Barber,37.30903,-98.79332,30,2,10,6/17/2019 0:00,71.9,3.0,65,11,23,sandy loam,1.75,2.62,0.33,0.31,0.21,0.31,0.29,0.28,0.21,0.20,0.09,0.07,0.01,0.31,0.01,0.10,1.26,2.26,,,1.89,1.74,1.09,0.67,2.28,,,2.33,2.18,1.79,1.41,0.99,,,0.81,0.80,0.61,0.47,43.20,11.90,17.20,28.40,8.60,10.70,,,,,,,,,,,
Lake City,Barber,37.30903,-98.79332,31,2,20,6/17/2019 0:00,9.9,0.4,67,13,21,sandy loam,1.79,2.69,0.33,0.31,0.20,0.29,0.27,0.26,0.20,0.19,0.09,0.07,0.01,0.31,0.01,0.17,1.22,2.36,,,2.05,1.87,1.03,0.68,2.19,,,2.15,2.26,1.90,1.47,1.08,,,0.95,0.83,0.54,0.47,41.00,12.10,16.90,30.20,8.90,10.70,,,,,,,,,,,
Lake City,Barber,37.30903,-98.79332,32,2,50,6/17/2019 0:00,10.3,0.4,72,13,15,sandy loam,1.86,2.74,0.32,0.29,0.14,0.27,0.25,0.24,0.17,0.17,0.08,0.06,0.01,0.28,0.01,0.20,1.23,2.35,,,1.89,1.25,0.43,0.29,1.81,,,1.74,1.88,1.40,1.13,1.30,,,1.09,0.67,0.31,0.25,47.20,16.30,21.10,34.50,11.80,14.20,,,,,,,,,,,
Ashland 8S,Clark,37.06488,-99.75115,33,1,5,6/18/2019 0:00,0.2,0.0,,,,clay loam,1.48,2.63,0.44,0.40,0.37,0.40,0.40,0.40,0.38,0.37,0.25,0.15,0.01,0.40,0.18,0.02,1.35,1.48,,,1.42,1.40,1.08,0.62,2.45,,,2.45,2.39,2.19,1.42,0.60,,,0.58,0.59,0.49,0.44,,,,,,,0.17,2.7,4635.7,514.7,89.3,3.3,150.8,7.8,7.4,644.3,
Ashland 8S,Clark,37.06488,-99.75115,34,1,10,6/18/2019 0:00,0.2,0.0,,,,clay loam,1.47,2.66,0.45,0.43,0.38,0.42,0.42,0.42,0.40,0.37,0.25,0.15,0.01,0.42,0.13,0.02,1.25,1.50,,,1.42,1.42,1.35,0.54,2.61,,,2.44,2.48,1.73,1.46,0.57,,,0.58,0.57,0.78,0.37,,,,,,,0.14,2.4,4539.6,494.9,58.4,2.8,119.8,8.0,7.5,645.7,
Ashland 8S,Clark,37.06488,-99.75115,35,1,20,6/18/2019 0:00,0.2,0.0,,,,clay loam,1.52,2.71,0.44,0.40,0.36,0.40,0.40,0.40,0.36,0.34,0.23,0.12,0.01,0.40,0.15,0.03,1.29,1.56,,,1.53,1.54,1.36,0.77,2.34,,,2.34,2.37,1.72,1.46,0.67,,,0.65,0.65,0.79,0.53,,,,,,,0.08,1.9,4608.9,516.5,116.6,1.7,20.6,8.1,7.5,476.4,
Ashland 8S,Clark,37.06488,-99.75115,36,1,50,6/18/2019 0:00,47.5,2.0,,,,sandy loam,1.58,2.66,0.41,0.41,0.36,0.37,0.37,0.37,0.17,0.16,0.03,0.05,0.01,0.40,0.02,0.07,1.80,2.06,,,1.54,1.43,0.80,0.36,2.71,,,1.87,1.67,1.37,1.16,0.76,,,0.82,0.86,0.59,0.32,,,,,,,0.01,0.6,2363.9,96.0,22.1,0.3,1.9,8.4,7.6,42.4,
Ashland 8S,Clark,37.06488,-99.75115,37,2,5,6/18/2019 0:00,0.2,0.0,31,32,37,clay loam,1.48,2.75,0.46,0.44,0.41,0.44,0.43,0.43,0.42,0.39,0.25,0.17,0.04,0.44,0.17,0.01,1.44,1.53,,,1.41,1.39,1.30,0.74,2.02,,,2.59,2.60,1.90,1.41,0.76,,,0.55,0.53,0.68,0.53,50.10,10.60,17.60,28.20,9.10,12.70,,,,,,,,,,,
Ashland 8S,Clark,37.06488,-99.75115,38,2,10,6/18/2019 0:00,0.1,0.0,28,33,38,clay loam,1.50,2.77,0.46,0.41,0.38,0.42,0.41,0.42,0.39,0.37,0.23,0.16,0.04,0.42,0.13,0.02,1.32,1.54,,,1.51,1.50,1.33,0.79,2.28,,,2.43,2.35,2.00,1.18,0.68,,,0.62,0.64,0.67,0.67,50.50,11.40,18.60,31.10,9.90,14.20,,,,,,,,,,,
Ashland 8S,Clark,37.06488,-99.75115,39,2,20,6/18/2019 0:00,0.2,0.0,23,36,41,clay loam,1.44,2.63,0.45,0.43,0.39,0.42,0.42,0.43,0.39,0.36,0.23,0.16,0.04,0.43,0.14,0.02,1.35,1.40,,,1.34,1.32,0.96,0.50,2.62,,,2.70,2.59,1.86,1.31,0.53,,,0.49,0.51,0.51,0.38,54.10,11.70,19.50,31.20,10.50,14.30,,,,,,,,,,,
Ashland 8S,Clark,37.06488,-99.75115,40,2,50,6/18/2019 0:00,72.9,3.0,75,6,19,sandy loam,1.51,2.71,0.44,0.42,0.38,0.38,0.37,0.37,0.13,0.12,0.03,0.03,0.01,0.40,0.04,0.06,2.50,1.90,,,1.29,1.17,0.32,0.35,2.61,,,1.65,1.51,1.19,1.17,0.73,,,0.78,0.77,0.27,0.30,68.60,13.80,22.80,42.80,12.30,18.40,,,,,,,,,,,
Meade,Meade,37.13479,-100.39568,41,1,5,6/18/2019 0:00,27.0,1.1,,,,sandy loam,1.55,2.84,0.45,0.37,0.15,0.37,0.36,0.36,0.26,0.26,0.12,0.11,0.01,0.38,0.05,0.06,1.34,1.72,,,1.56,1.54,1.24,0.53,2.89,,,1.93,2.06,1.93,1.32,0.59,,,0.81,0.75,0.64,0.40,,,,,,,0.13,1.2,1540.4,191.2,18.8,2.0,8.0,6.4,7.1,373.0,
Meade,Meade,37.13479,-100.39568,42,1,10,6/18/2019 0:00,85.6,3.6,,,,sandy loam,1.58,2.69,0.41,0.37,0.10,0.37,0.33,0.32,0.19,0.21,0.09,0.08,0.01,0.37,0.07,0.11,1.50,1.81,,,1.57,1.57,1.08,0.48,3.24,,,1.74,1.88,0.99,0.85,0.56,,,0.90,0.84,1.09,0.57,,,,,,,0.10,0.8,1284.0,127.5,13.7,1.4,11.4,7.0,7.3,235.5,
Meade,Meade,37.13479,-100.39568,43,1,20,6/18/2019 0:00,49.3,2.1,,,,sandy loam,1.66,2.66,0.38,0.35,0.13,0.35,0.35,0.35,0.18,0.18,0.10,0.07,0.01,0.36,0.11,0.05,2.36,2.04,,,1.56,1.51,1.01,0.55,2.75,,,1.75,1.77,1.59,1.35,0.74,,,0.89,0.85,0.64,0.41,,,,,,,0.07,0.7,3333.6,106.4,20.5,1.2,6.9,7.8,7.5,251.9,
Meade,Meade,37.13479,-100.39568,44,1,50,6/18/2019 0:00,0.1,0.0,,,,sandy clay loam,1.65,2.67,0.38,0.34,0.23,0.33,0.33,0.33,0.29,0.27,0.17,0.12,0.02,0.34,0.04,0.05,1.18,2.09,,,1.96,1.90,1.21,0.68,2.78,,,1.97,2.29,2.08,1.64,0.75,,,0.99,0.80,0.58,0.41,,,,,,,0.06,2.2,4114.1,243.8,316.3,1.2,1.5,8.8,7.6,473.0,
Meade,Meade,37.13479,-100.39568,45,2,5,6/18/2019 0:00,17.4,0.7,53,13,35,sandy loam,1.55,2.68,0.42,0.40,0.15,0.40,0.39,0.39,0.27,0.26,0.11,0.13,0.04,0.41,0.06,0.06,1.42,1.66,,,1.54,1.58,1.20,0.57,2.83,,,1.89,1.96,1.65,1.21,0.59,,,0.82,0.81,0.73,0.47,53.70,8.20,14.80,30.70,5.80,8.90,,,,,,,,,,,
Meade,Meade,37.13479,-100.39568,46,2,10,6/18/2019 0:00,46.7,1.9,57,11,32,sandy loam,1.61,2.69,0.40,0.38,0.12,0.38,0.37,0.36,0.21,0.22,0.09,0.10,0.03,0.39,0.07,0.07,1.58,1.96,,,1.54,1.65,1.18,0.46,2.74,,,1.94,1.81,1.50,1.35,0.72,,,0.79,0.91,0.78,0.34,51.20,7.20,13.40,31.70,5.10,8.50,,,,,,,,,,,
Meade,Meade,37.13479,-100.39568,47,2,20,6/18/2019 0:00,60.2,2.5,63,13,25,sandy loam,1.55,2.62,0.41,0.38,0.13,0.38,0.35,0.34,0.20,0.20,0.09,0.10,0.03,0.38,0.08,0.09,1.62,1.92,,,1.53,1.53,1.13,0.55,2.61,,,1.83,1.72,1.56,1.17,0.74,,,0.84,0.89,0.73,0.47,53.20,8.20,14.60,31.80,5.20,8.70,,,,,,,,,,,
Meade,Meade,37.13479,-100.39568,48,2,50,6/18/2019 0:00,0.8,0.0,48,25,27,sandy clay loam,1.44,2.63,0.45,0.44,0.26,0.41,0.39,0.39,0.37,0.36,0.15,0.17,0.04,0.41,0.01,0.02,1.32,1.70,,,1.80,1.76,1.72,0.70,3.02,,,2.74,2.54,1.84,1.98,0.56,,,0.66,0.69,0.93,0.35,65.10,7.10,14.80,41.10,7.10,12.40,,,,,,,,,,,sample not saturated after a week in CaCl2 solution but sample evently  got slighty swollen about 5mm
Satanta,Seward,37.30529,-100.88714,49,1,5,6/18/2019 0:00,487.4,20.3,,,,clay loam,1.13,2.70,0.58,0.51,0.20,0.44,0.37,0.36,0.32,0.29,0.17,0.14,0.01,0.51,0.01,1.00,1.15,1.19,,,1.14,1.08,0.63,0.31,3.17,,,2.27,2.32,1.90,1.08,0.38,,,0.50,0.47,0.33,0.28,,,,,,,0.11,1.6,4978.9,339.9,26.8,2.0,50.8,7.9,7.4,869.2,
Satanta,Seward,37.30529,-100.88714,50,1,10,6/18/2019 0:00,7.4,0.3,,,,loam,1.46,2.71,0.46,0.42,0.22,0.40,0.39,0.39,0.30,0.28,0.20,0.13,0.01,0.41,0.18,0.07,1.55,1.42,,,1.50,1.38,1.20,0.44,2.68,,,2.08,2.27,1.56,1.26,0.53,,,0.72,0.61,0.77,0.35,,,,,,,0.12,1.2,4035.1,278.3,20.7,2.1,50.6,7.8,7.4,756.9,
Satanta,Seward,37.30529,-100.88714,51,1,20,6/18/2019 0:00,2.6,0.1,,,,clay loam,1.55,2.54,0.39,0.37,0.25,0.34,0.33,0.33,0.28,0.27,0.20,0.13,0.01,0.37,0.01,0.37,1.10,1.57,,,1.43,1.42,1.22,0.63,2.77,,,1.58,2.02,1.68,1.34,0.57,,,0.90,0.70,0.73,0.47,,,,,,,0.09,0.8,2807.1,268.9,21.8,1.7,27.4,7.7,7.3,567.6,
Satanta,Seward,37.30529,-100.88714,52,1,50,6/18/2019 0:00,0.7,0.0,,,,clay loam,1.44,2.67,0.46,0.37,0.29,0.35,0.34,0.34,0.32,0.30,0.22,0.15,0.01,0.36,0.01,0.07,1.11,1.44,,,1.28,1.41,1.27,,2.77,,,2.72,2.51,1.99,,0.52,,,0.47,0.56,0.64,,,,,,,,0.09,1.0,3884.8,366.3,31.5,2.1,18.2,7.1,7.1,275.0,
Satanta,Seward,37.30529,-100.88714,53,2,5,6/18/2019 0:00,146.8,6.1,22,35,43,clay loam,1.21,2.67,0.54,0.50,0.23,0.47,0.41,0.41,0.33,0.32,0.17,0.17,0.05,0.50,0.01,0.32,1.17,1.21,,,1.04,1.11,0.72,0.41,2.89,,,2.06,2.26,2.05,1.36,0.42,,,0.50,0.49,0.35,0.30,58.20,6.90,14.70,34.10,7.00,12.30,,,,,,,,,,,
Satanta,Seward,37.30529,-100.88714,54,2,10,6/18/2019 0:00,17.8,0.7,35,24,41,loam,1.45,2.72,0.47,0.44,0.26,0.43,0.41,0.40,0.32,0.32,0.16,0.16,0.05,0.43,0.01,0.08,1.21,1.44,,,1.34,1.41,1.12,0.57,2.79,,,2.15,2.03,1.51,1.16,0.52,,,0.63,0.69,0.74,0.49,50.30,7.10,14.20,30.50,6.10,10.80,,,,,,,,,,,
Satanta,Seward,37.30529,-100.88714,55,2,20,6/18/2019 0:00,1.9,0.1,34,28,38,clay loam,1.48,2.66,0.44,0.41,0.30,0.39,0.37,0.37,0.32,0.31,0.18,0.16,0.05,0.40,0.01,0.06,1.18,1.57,,,1.49,0.83,0.62,0.38,2.86,,,2.16,1.55,1.02,0.78,0.55,,,0.69,0.54,0.60,0.48,51.80,7.20,14.20,27.20,5.50,9.00,,,,,,,,,,,
Satanta,Seward,37.30529,-100.88714,56,2,50,6/18/2019 0:00,0.6,0.0,23,32,45,clay loam,1.57,2.68,0.41,0.38,0.34,0.37,0.37,0.37,0.34,0.35,0.22,0.19,0.05,0.38,0.01,0.01,1.18,1.58,,,1.53,1.51,1.31,,2.78,,,2.53,2.41,2.01,,0.57,,,0.61,0.63,0.65,,48.60,6.20,12.40,26.10,5.60,8.40,,,,,,,,,,,
Richfield,Morton,37.25868,-101.79224,57,1,5,6/18/2019 0:00,3.7,0.2,,,,clay loam,1.51,2.63,0.43,0.39,0.33,0.39,0.39,0.39,0.36,0.34,0.23,0.16,0.01,0.39,0.12,0.02,1.26,1.42,,,1.34,1.34,1.05,,3.44,,,2.58,2.02,2.06,,0.41,,,0.52,0.67,0.51,,,,,,,,0.16,1.7,3836.4,267.2,24.0,3.0,73.6,7.9,7.4,850.3,
Richfield,Morton,37.25868,-101.79224,58,1,10,6/18/2019 0:00,23.0,1.0,,,,clay loam,1.43,2.68,0.47,0.42,0.29,0.41,0.39,0.39,0.33,0.32,0.22,0.15,0.01,0.42,0.03,0.13,1.14,1.34,,,1.21,1.17,1.15,,3.09,,,2.01,2.07,2.26,,0.43,,,0.61,0.56,0.51,,,,,,,,0.11,1.2,4395.6,240.8,23.2,2.3,40.8,7.8,7.4,767.3,
Richfield,Morton,37.25868,-101.79224,59,1,20,6/18/2019 0:00,14.4,0.6,,,,clay loam,1.45,2.62,0.45,0.40,0.24,0.40,0.38,0.37,0.31,0.29,0.20,0.14,0.01,0.40,0.16,0.10,1.35,1.38,,,1.25,1.15,0.94,,2.94,,,2.13,2.29,2.04,,0.47,,,0.59,0.50,0.46,,,,,,,,0.09,0.9,4094.6,254.8,22.2,2.0,12.8,8.1,7.4,613.0,
Richfield,Morton,37.25868,-101.79224,60,1,50,6/18/2019 0:00,,,,,,clay loam,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,1.6,5604.1,430.0,15.9,1.7,11.6,8.0,7.4,492.7,very hard soil so unable to collect core sample
Richfield,Morton,37.25868,-101.79224,61,2,5,6/18/2019 0:00,0.5,0.0,21,29,49,clay loam,1.48,2.64,0.44,0.42,0.34,0.42,0.41,0.41,0.35,0.36,0.21,0.18,0.05,0.42,0.01,0.03,1.18,1.34,,,1.35,1.35,0.95,,2.84,,,2.69,2.48,1.90,,0.47,,,0.50,0.55,0.50,,54.90,7.00,14.50,31.80,6.10,10.40,,,,,,,,,,,
Richfield,Morton,37.25868,-101.79224,62,2,10,6/18/2019 0:00,,,24,30,46,clay loam,,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.80,6.70,14.10,31.10,5.60,10.00,,,,,,,,,,,very hard soil so unable to collect core sample
Richfield,Morton,37.25868,-101.79224,63,2,20,6/18/2019 0:00,,,25,33,43,clay loam,,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.70,6.40,13.30,33.40,6.50,12.00,,,,,,,,,,,very hard soil so unable to collect core sample
Richfield,Morton,37.25868,-101.79224,64,2,50,6/18/2019 0:00,,,26,39,35,clay loam,,2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.80,7.50,16.00,36.30,7.20,13.60,,,,,,,,,,,very hard soil so unable to collect core sample
Moscow 10NW,Stevens,37.37295,-101.37653,65,1,5,6/18/2019 0:00,265.9,11.1,,,,loam,1.33,2.70,0.51,0.48,0.18,0.45,0.38,0.37,0.28,0.27,0.16,0.12,0.01,0.49,0.04,0.48,1.20,1.31,,,1.22,1.19,0.76,0.40,2.78,,,2.30,2.00,1.72,1.18,0.47,,,0.53,0.60,0.44,0.34,,,,,,,0.12,1.5,4731.5,215.5,16.1,2.4,22.4,8.1,7.5,605.3,
Moscow 10NW,Stevens,37.37295,-101.37653,66,1,10,6/18/2019 0:00,94.2,3.9,,,,loam,1.53,2.71,0.44,0.40,0.19,0.40,0.37,0.36,0.29,0.27,0.18,0.13,0.01,0.41,0.12,0.15,1.28,1.51,,,1.52,1.48,,,2.71,,,2.25,2.13,,,0.56,,,0.68,0.70,,,,,,,,,0.07,1.1,4843.9,195.6,15.6,1.6,10.2,8.0,7.4,523.6,
Moscow 10NW,Stevens,37.37295,-101.37653,67,1,20,6/18/2019 0:00,12.2,0.5,,,,loam,1.55,2.70,0.43,0.38,0.18,0.37,0.35,0.34,0.25,0.24,0.14,0.10,0.01,0.38,0.09,0.12,1.34,1.71,,,1.63,1.55,1.15,0.63,2.65,,,2.24,2.22,1.66,1.30,0.65,,,0.73,0.70,0.69,0.49,,,,,,,0.06,0.8,4402.3,188.9,14.8,1.3,6.9,8.3,7.5,399.7,
Moscow 10NW,Stevens,37.37295,-101.37653,68,1,50,6/18/2019 0:00,1.5,0.1,,,,silty clay loam,1.47,2.72,0.46,0.43,0.35,0.43,0.42,0.42,0.39,0.38,0.27,0.16,0.02,0.43,0.02,0.03,1.13,1.27,,,1.33,1.33,0.95,0.50,2.88,,,2.56,2.24,1.76,1.93,0.44,,,0.52,0.59,0.54,0.26,,,,,,,0.03,1.3,5592.1,632.1,31.7,1.2,25.6,8.1,7.5,381.7,
Moscow 10NW,Stevens,37.37295,-101.37653,69,2,5,6/18/2019 0:00,64.9,2.7,33,25,41,loam,1.41,2.68,0.47,0.45,0.25,0.44,0.40,0.39,0.31,0.30,0.17,0.13,0.02,0.45,0.01,0.19,1.17,1.51,,,1.43,1.43,,,2.20,,,2.21,2.18,,,0.69,,,0.65,0.66,,,58.00,6.60,14.00,35.10,6.30,11.90,,,,,,,,,,,
Moscow 10NW,Stevens,37.37295,-101.37653,70,2,10,6/18/2019 0:00,15.0,0.6,35,27,39,loam,1.52,2.72,0.44,0.40,0.21,0.40,0.37,0.36,0.31,0.29,0.19,0.14,0.02,0.41,0.02,0.17,1.15,1.63,,,1.61,1.59,,,2.81,,,2.50,2.35,,,0.58,,,0.65,0.68,,,59.10,6.60,14.40,31.60,5.80,11.40,,,,,,,,,,,
Moscow 10NW,Stevens,37.37295,-101.37653,71,2,20,6/18/2019 0:00,6.7,0.3,39,25,36,loam,1.54,2.70,0.43,0.39,0.22,0.38,0.36,0.36,0.28,0.27,0.17,0.13,0.02,0.39,0.09,0.11,1.27,1.61,,,1.48,1.39,,,2.90,,,2.16,2.24,,,0.55,,,0.69,0.62,,,59.00,7.20,14.90,33.70,6.40,11.40,,,,,,,,,,,
Moscow 10NW,Stevens,37.37295,-101.37653,72,2,50,6/18/2019 0:00,521.4,21.7,16,31,54,silty clay loam,1.22,2.61,0.53,0.52,0.26,0.46,0.42,0.41,0.34,0.35,0.18,0.13,0.02,0.52,0.01,0.56,1.14,1.21,,,0.90,1.14,,,2.89,,,2.22,2.50,,,0.42,,,0.41,0.46,,,61.30,7.40,17.40,38.90,7.10,14.50,,,,,,,,,,,
